,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,NC1.0,CNT,Fire Alarm
48043,26.53,49.39,1335.0,400.0,12975.0,19396,938.703,1.71,1.834,23049,True
48044,26.6,49.21,1312.0,400.0,12972.0,19398,938.713,1.69,1.815,23050,True
48045,26.61,48.97,1299.0,400.0,12985.0,19403,938.719,1.67,1.791,23051,True
48046,26.67,48.84,1331.0,404.0,12976.0,19386,938.719,1.66,1.7819999999999998,23052,True
48047,26.69,48.68,1320.0,400.0,12974.0,19396,938.719,1.65,1.766,23053,True
48048,26.72,48.57,1350.0,406.0,12975.0,19397,938.725,1.65,1.773,23054,True
48049,26.74,48.43,1333.0,400.0,12977.0,19399,938.72,1.66,1.778,23055,True
48050,26.78,48.39,1360.0,400.0,12972.0,19391,938.72,1.66,1.777,23056,True
48051,26.81,48.25,1291.0,400.0,12977.0,19396,938.717,1.71,1.831,23057,True
48052,26.85,48.2,1318.0,400.0,12973.0,19397,938.72,1.74,1.869,23058,True
48053,26.85,48.14,1323.0,400.0,12978.0,19404,938.72,1.77,1.897,23059,True
48054,26.87,48.1,1306.0,400.0,12979.0,19398,938.716,1.77,1.898,23060,True
48055,26.9,48.04,1350.0,404.0,12971.0,19383,938.722,1.79,1.922,23061,True
48056,26.91,47.97,1323.0,400.0,12975.0,19396,938.725,1.79,1.925,23062,True
48057,26.95,47.92,1327.0,400.0,12972.0,19395,938.725,1.79,1.92,23063,True
48058,26.91,47.86,1321.0,400.0,12971.0,19394,938.719,1.78,1.913,23064,True
48059,26.95,47.83,1335.0,404.0,12974.0,19396,938.711,1.82,1.958,23065,True
48060,26.95,47.79,1331.0,400.0,12974.0,19395,938.714,1.82,1.958,23066,True
48061,26.98,47.78,1312.0,400.0,12974.0,19400,938.712,1.85,1.984,23067,True
48062,26.99,47.75,1318.0,400.0,12969.0,19392,938.731,1.85,1.983,23068,True
48063,26.99,47.69,1341.0,402.0,12970.0,19393,938.723,1.84,1.97,23069,True
48064,27.01,47.64,1392.0,405.0,12971.0,19386,938.72,1.82,1.956,23070,True
48065,25.86,47.63,1438.0,435.0,12952.0,19368,938.71,1.8,1.93,23071,True
48066,25.44,48.4,1452.0,436.0,12953.0,19368,938.708,1.79,1.918,23072,True
48067,25.26,49.28,1444.0,429.0,12960.0,19364,938.697,1.79,1.921,23073,True
48068,25.12,50.06,1387.0,428.0,12963.0,19374,938.703,1.81,1.944,23074,True
48069,25.06,50.69,1406.0,414.0,12964.0,19377,938.696,1.82,1.955,23075,True
48070,24.98,51.17,1390.0,407.0,12967.0,19384,938.699,1.84,1.978,23076,True
48071,24.89,51.65,1394.0,418.0,12963.0,19379,938.71,1.86,1.995,23077,True
48072,24.86,52.0,1339.0,408.0,12970.0,19381,938.711,1.89,2.026,23078,True
48073,24.8,52.29,1387.0,410.0,12966.0,19385,938.717,1.88,2.022,23079,True
48074,24.76,52.49,1358.0,408.0,12967.0,19385,938.717,1.91,2.055,23080,True
48075,24.72,52.74,1352.0,408.0,12970.0,19387,938.719,1.92,2.064,23081,True
48076,24.68,52.87,1366.0,413.0,12970.0,19382,938.723,1.98,2.121,23082,True
48077,24.65,53.05,1387.0,420.0,12965.0,19369,938.729,2.01,2.158,23083,True
48078,24.59,53.21,1366.0,405.0,12970.0,19386,938.722,2.04,2.188,23084,True
48079,24.58,53.27,1404.0,420.0,12971.0,19377,938.72,2.06,2.21,23085,True
48080,24.57,53.41,1375.0,415.0,12969.0,19380,938.711,2.07,2.218,23086,True
48081,24.54,53.5,1381.0,406.0,12967.0,19377,938.705,2.06,2.216,23087,True
48082,24.49,53.55,981.0,408.0,12969.0,19380,938.713,2.09,2.24,23088,True
48083,24.48,53.65,1398.0,410.0,12964.0,19381,938.714,2.12,2.271,23089,True
48084,24.47,53.73,1366.0,408.0,12967.0,19383,938.716,2.13,2.281,23090,True
48085,24.47,53.79,1362.0,404.0,12969.0,19386,938.725,2.12,2.275,23091,True
48086,24.45,53.82,1343.0,408.0,12969.0,19386,938.72,2.11,2.264,23092,True
48087,24.41,53.9,1390.0,420.0,12964.0,19380,938.714,2.09,2.2430000000000003,23093,True
48088,24.41,53.95,1360.0,413.0,12969.0,19381,938.718,2.09,2.242,23094,True
48089,24.38,54.01,1413.0,422.0,12962.0,19371,938.717,2.09,2.245,23095,True
48090,24.38,54.07,1366.0,401.0,12970.0,19388,938.73,2.1,2.255,23096,True
48091,24.4,54.1,1400.0,414.0,12966.0,19381,938.737,2.07,2.2230000000000003,23097,True
48092,24.37,54.18,1408.0,413.0,12967.0,19379,938.735,2.05,2.202,23098,True
48093,24.34,54.18,1364.0,401.0,12970.0,19395,938.73,1.99,2.139,23099,True
48094,24.33,54.26,1385.0,406.0,12969.0,19382,938.735,1.96,2.108,23100,True
48095,25.54,54.28,1277.0,400.0,12985.0,19409,938.746,1.92,2.064,23101,True
48096,25.92,53.51,1270.0,400.0,12982.0,19404,938.737,1.91,2.049,23102,True
48097,26.09,52.57,1281.0,400.0,12983.0,19406,938.732,1.91,2.045,23103,True
48098,26.22,51.76,1310.0,400.0,12980.0,19403,938.723,1.9,2.044,23104,True
48099,26.29,51.09,1302.0,400.0,12981.0,19412,938.724,1.94,2.085,23105,True
48100,26.37,50.54,1293.0,400.0,12981.0,19402,938.718,1.94,2.0780000000000003,23106,True
48101,26.44,50.05,1331.0,400.0,12977.0,19396,938.716,1.92,2.06,23107,True
48102,26.51,49.72,1308.0,400.0,12976.0,19393,938.716,1.93,2.067,23108,True
48103,26.56,49.44,1341.0,404.0,12974.0,19392,938.716,1.92,2.06,23109,True
48104,26.58,49.21,1329.0,400.0,12977.0,19392,938.711,1.9,2.037,23110,True
48105,26.63,49.02,1346.0,408.0,12972.0,19392,938.713,1.88,2.014,23111,True
48106,26.64,48.85,1364.0,406.0,12971.0,19389,938.717,1.84,1.97,23112,True
48107,26.69,48.71,1341.0,408.0,12975.0,19393,938.72,1.82,1.948,23113,True
48108,26.71,48.6,1356.0,401.0,12978.0,19394,938.717,1.77,1.9,23114,True
48109,26.75,48.52,1352.0,406.0,12970.0,19383,938.718,1.75,1.881,23115,True
48110,26.78,48.39,1404.0,400.0,12971.0,19388,938.715,1.71,1.838,23116,True
48111,26.8,48.25,1344.0,400.0,12979.0,19394,938.711,1.68,1.7990000000000002,23117,True
48112,26.84,48.2,1354.0,406.0,12968.0,19385,938.717,1.61,1.7280000000000002,23118,True
48113,26.84,48.17,1350.0,404.0,12973.0,19392,938.718,1.57,1.689,23119,True
48114,26.87,48.11,1379.0,400.0,12976.0,19384,938.715,1.5,1.6130000000000002,23120,True
48115,26.91,48.02,1398.0,415.0,12970.0,19383,938.705,1.47,1.578,23121,True
48116,26.91,47.99,1339.0,400.0,12976.0,19390,938.711,1.49,1.601,23122,True
48117,26.92,47.93,1358.0,410.0,12974.0,19381,938.711,1.5,1.608,23123,True
48118,26.92,47.89,1369.0,400.0,12968.0,19391,938.711,1.49,1.602,23124,True
48119,26.96,47.84,1337.0,404.0,12975.0,19389,938.712,1.48,1.585,23125,True
48120,26.96,47.78,1369.0,400.0,12969.0,19380,938.725,1.53,1.639,23126,True
48121,26.98,47.76,1346.0,401.0,12977.0,19397,938.713,1.57,1.686,23127,True
48122,26.99,47.72,1402.0,407.0,12967.0,19384,938.723,1.62,1.7380000000000002,23128,True
48123,27.01,47.7,1352.0,400.0,12976.0,19390,938.713,1.67,1.797,23129,True
48124,27.01,47.65,1367.0,406.0,12973.0,19388,938.717,1.71,1.831,23130,True
48125,25.86,47.6,1421.0,423.0,12957.0,19371,938.723,1.73,1.858,23131,True
48126,25.44,48.35,1431.0,432.0,12954.0,19364,938.727,1.72,1.849,23132,True
48127,25.27,49.24,1408.0,434.0,12960.0,19371,938.721,1.75,1.877,23133,True
48128,25.16,50.07,1404.0,420.0,12960.0,19378,938.707,1.77,1.896,23134,True
48129,25.06,50.67,1423.0,421.0,12967.0,19380,938.715,1.77,1.901,23135,True
48130,24.99,51.21,1385.0,421.0,12963.0,19375,938.716,1.79,1.923,23136,True
48131,24.9,51.63,1390.0,413.0,12968.0,19381,938.717,1.82,1.957,23137,True
48132,24.86,52.01,1396.0,409.0,12967.0,19379,938.707,1.84,1.973,23138,True
48133,24.8,52.29,1394.0,415.0,12971.0,19379,938.707,1.85,1.986,23139,True
48134,24.76,52.54,1404.0,404.0,12972.0,19386,938.714,1.85,1.985,23140,True
48135,24.73,52.7,1406.0,411.0,12962.0,19372,938.716,1.85,1.98,23141,True
48136,24.69,52.86,1379.0,400.0,12973.0,19388,938.716,1.86,1.993,23142,True
48137,24.66,53.03,1381.0,414.0,12970.0,19385,938.727,1.89,2.031,23143,True
48138,24.62,53.18,1348.0,407.0,12970.0,19389,938.719,1.92,2.061,23144,True
48139,24.58,53.29,1356.0,410.0,12967.0,19385,938.719,2.02,2.172,23145,True
48140,24.58,53.37,1377.0,408.0,12969.0,19387,938.725,2.09,2.239,23146,True
48141,24.57,53.46,1366.0,405.0,12969.0,19383,938.709,2.12,2.271,23147,True
48142,24.54,53.56,1398.0,412.0,12970.0,19377,938.712,2.14,2.298,23148,True
48143,24.48,53.62,1367.0,406.0,12963.0,19376,938.72,2.16,2.314,23149,True
48144,24.48,53.72,1398.0,410.0,12967.0,19380,938.722,2.17,2.326,23150,True
48145,24.47,53.77,1375.0,408.0,12968.0,19392,938.722,2.17,2.33,23151,True
48146,24.45,53.82,1367.0,412.0,12970.0,19384,938.716,2.14,2.3,23152,True
48147,24.45,53.89,1396.0,406.0,12970.0,19375,938.713,2.12,2.28,23153,True
48148,24.43,53.96,1381.0,408.0,12970.0,19380,938.698,2.04,2.194,23154,True
48149,24.4,54.01,1379.0,404.0,12971.0,19389,938.697,2.01,2.1590000000000003,23155,True
48150,24.38,54.07,1350.0,408.0,12969.0,19386,938.687,1.96,2.107,23156,True
48151,24.34,54.09,1360.0,408.0,12970.0,19384,938.695,1.96,2.104,23157,True
48152,24.36,54.17,1423.0,418.0,12964.0,19373,938.709,1.93,2.07,23158,True
48153,24.34,54.16,1412.0,413.0,12971.0,19380,938.709,1.9,2.043,23159,True
48154,24.33,54.22,1383.0,416.0,12968.0,19381,938.713,1.88,2.015,23160,True
48155,25.54,54.28,1318.0,400.0,12981.0,19405,938.712,1.89,2.025,23161,True
48156,25.91,53.48,1335.0,400.0,12982.0,19390,938.705,1.92,2.0580000000000003,23162,True
48157,26.09,52.56,1320.0,400.0,12987.0,19395,938.717,1.92,2.062,23163,True
48158,26.22,51.76,1335.0,400.0,12982.0,19399,938.714,1.91,2.048,23164,True
48159,26.29,51.01,1321.0,400.0,12978.0,19395,938.72,1.88,2.016,23165,True
48160,26.36,50.54,1320.0,400.0,12979.0,19394,938.712,1.85,1.987,23166,True
48161,26.44,50.09,1325.0,400.0,12981.0,19396,938.702,1.83,1.969,23167,True
48162,26.5,49.7,1341.0,400.0,12971.0,19389,938.697,1.83,1.968,23168,True
48163,26.56,49.44,1387.0,410.0,12972.0,19395,938.695,1.8,1.935,23169,True
48164,26.6,49.22,1366.0,402.0,12984.0,19392,938.697,1.77,1.898,23170,True
48165,26.63,49.0,1354.0,404.0,12974.0,19384,938.698,1.75,1.881,23171,True
48166,26.67,48.78,1358.0,400.0,12975.0,19389,938.702,1.75,1.877,23172,True
48167,26.68,48.68,1329.0,400.0,12976.0,19395,938.699,1.74,1.863,23173,True
48168,26.75,48.58,1415.0,414.0,12971.0,19389,938.684,1.73,1.854,23174,True
48169,26.77,48.47,1383.0,410.0,12973.0,19384,938.69,1.73,1.857,23175,True
48170,26.78,48.37,1346.0,400.0,12974.0,19394,938.695,1.77,1.897,23176,True
48171,26.8,48.3,1385.0,400.0,12969.0,19386,938.687,1.85,1.991,23177,True
48172,26.83,48.19,1369.0,401.0,12974.0,19390,938.688,1.88,2.019,23178,True
48173,26.84,48.14,1331.0,411.0,12970.0,19383,938.695,1.91,2.055,23179,True
48174,26.88,48.06,1358.0,412.0,12979.0,19387,938.695,1.91,2.049,23180,True
48175,26.92,48.02,1350.0,401.0,12975.0,19389,938.701,1.89,2.029,23181,True
48176,26.91,47.99,1343.0,400.0,12976.0,19393,938.695,1.88,2.023,23182,True
48177,26.92,47.96,1383.0,410.0,12969.0,19384,938.699,1.84,1.98,23183,True
48178,26.95,47.87,1379.0,407.0,12969.0,19386,938.694,1.81,1.939,23184,True
48179,26.94,47.83,1350.0,400.0,12972.0,19388,938.704,1.79,1.919,23185,True
48180,26.96,47.81,1385.0,406.0,12975.0,19382,938.71,1.76,1.894,23186,True
48181,27.01,47.77,1321.0,400.0,12975.0,19388,938.704,1.77,1.896,23187,True
48182,26.98,47.72,1377.0,403.0,12971.0,19382,938.692,1.78,1.906,23188,True
48183,27.01,47.71,1348.0,400.0,12975.0,19391,938.689,1.78,1.913,23189,True
48184,27.01,47.64,1366.0,403.0,12973.0,19390,938.689,1.83,1.964,23190,True
48185,25.85,47.62,1448.0,439.0,12954.0,19360,938.682,1.85,1.982,23191,True
48186,25.44,48.4,1467.0,441.0,12954.0,19360,938.691,1.84,1.973,23192,True
48187,25.28,49.28,1429.0,422.0,12962.0,19377,938.708,1.81,1.945,23193,True
48188,25.14,50.1,1442.0,427.0,12962.0,19365,938.71,1.77,1.894,23194,True
48189,25.05,50.7,1398.0,413.0,12961.0,19372,938.723,1.76,1.887,23195,True
48190,24.98,51.22,1373.0,415.0,12971.0,19384,938.705,1.73,1.861,23196,True
48191,24.92,51.66,1423.0,423.0,12962.0,19376,938.719,1.73,1.86,23197,True
48192,24.86,52.05,1375.0,413.0,12968.0,19377,938.716,1.7,1.822,23198,True
48193,24.79,52.29,1408.0,424.0,12965.0,19373,938.72,1.7,1.821,23199,True
48194,24.76,52.53,1385.0,400.0,12972.0,19385,938.712,1.7,1.828,23200,True
48195,24.69,52.74,1362.0,401.0,12969.0,19385,938.715,1.7,1.827,23201,True
48196,24.68,52.9,1396.0,420.0,12968.0,19385,938.703,1.71,1.834,23202,True
48197,24.65,53.09,1352.0,404.0,12975.0,19386,938.706,1.72,1.848,23203,True
48198,24.64,53.19,1367.0,401.0,12972.0,19388,938.707,1.72,1.846,23204,True
48199,24.58,53.29,1350.0,409.0,12976.0,19391,938.706,1.73,1.858,23205,True
48200,24.58,53.4,1396.0,410.0,12969.0,19388,938.703,1.75,1.881,23206,True
48201,24.55,53.49,1358.0,402.0,12970.0,19386,938.716,1.76,1.886,23207,True
48202,24.51,53.59,1356.0,404.0,12967.0,19384,938.712,1.76,1.887,23208,True
48203,24.51,53.66,1371.0,400.0,12971.0,19386,938.709,1.77,1.903,23209,True
48204,24.47,53.73,1379.0,403.0,12978.0,19393,938.704,1.78,1.916,23210,True
48205,24.45,53.82,1371.0,409.0,12974.0,19388,938.697,1.81,1.947,23211,True
48206,24.44,53.87,1373.0,413.0,12963.0,19376,938.703,1.82,1.957,23212,True
48207,24.41,53.93,1371.0,407.0,12971.0,19380,938.701,1.85,1.982,23213,True
48208,24.41,53.99,1369.0,415.0,12968.0,19379,938.708,1.87,2.006,23214,True
48209,24.38,54.05,1350.0,408.0,12972.0,19387,938.711,1.89,2.029,23215,True
48210,24.37,54.08,1348.0,405.0,12972.0,19387,938.706,1.91,2.055,23216,True
48211,24.37,54.14,1362.0,402.0,12971.0,19383,938.702,1.92,2.059,23217,True
48212,24.36,54.2,1369.0,407.0,12969.0,19388,938.7,1.93,2.073,23218,True
48213,24.34,54.21,1389.0,415.0,12970.0,19382,938.7,1.94,2.087,23219,True
48214,24.33,54.26,1352.0,406.0,12971.0,19388,938.706,1.92,2.065,23220,True
48215,25.53,54.31,1289.0,400.0,12988.0,19403,938.713,1.89,2.027,23221,True
48216,25.89,53.52,1320.0,400.0,12986.0,19402,938.71,1.86,1.995,23222,True
48217,26.09,52.59,1272.0,400.0,12987.0,19408,938.719,1.79,1.921,23223,True
48218,26.19,51.79,1295.0,400.0,12981.0,19408,938.714,1.76,1.89,23224,True
48219,26.32,51.09,1310.0,400.0,12984.0,19403,938.717,1.74,1.862,23225,True
48220,26.36,50.52,1348.0,400.0,12973.0,19391,938.719,1.65,1.769,23226,True
48221,26.44,50.11,1300.0,400.0,12986.0,19402,938.72,1.6,1.7180000000000002,23227,True
48222,26.51,49.78,1360.0,400.0,12974.0,19395,938.734,1.52,1.626,23228,True
48223,26.51,49.49,1335.0,404.0,12969.0,19390,938.727,1.49,1.6,23229,True
48224,26.58,49.2,981.0,400.0,12977.0,19394,938.718,1.45,1.56,23230,True
48225,26.63,48.98,1310.0,401.0,12972.0,19385,938.72,1.45,1.555,23231,True
48226,26.68,48.85,1350.0,401.0,12978.0,19390,938.727,1.41,1.51,23232,True
48227,26.67,48.73,1356.0,404.0,12972.0,19388,938.725,1.4,1.5,23233,True
48228,26.71,48.6,1366.0,404.0,12969.0,19382,938.722,1.38,1.481,23234,True
48229,26.77,48.5,1352.0,400.0,12973.0,19398,938.729,1.37,1.471,23235,True
48230,26.77,48.4,981.0,407.0,12972.0,19395,938.717,1.41,1.513,23236,True
48231,26.84,48.33,1346.0,400.0,12974.0,19393,938.715,1.43,1.54,23237,True
48232,26.83,48.28,1343.0,406.0,12972.0,19390,938.715,1.5,1.605,23238,True
48233,26.87,48.2,1366.0,404.0,12972.0,19390,938.708,1.55,1.663,23239,True
48234,26.85,48.14,1389.0,406.0,12971.0,19380,938.707,1.63,1.7519999999999998,23240,True
48235,26.88,48.05,1375.0,402.0,12974.0,19396,938.71,1.64,1.7619999999999998,23241,True
48236,26.91,48.01,1369.0,400.0,12969.0,19380,938.7,1.63,1.751,23242,True
48237,26.92,47.91,1398.0,416.0,12971.0,19385,938.705,1.63,1.749,23243,True
48238,26.94,47.91,1379.0,401.0,12976.0,19386,938.707,1.61,1.729,23244,True
48239,26.92,47.84,1364.0,400.0,12979.0,19388,938.705,1.57,1.685,23245,True
48240,26.98,47.81,1369.0,400.0,12977.0,19391,938.701,1.57,1.682,23246,True
48241,27.01,47.77,1343.0,400.0,12972.0,19394,938.702,1.52,1.631,23247,True
48242,27.01,47.7,1383.0,400.0,12969.0,19382,938.72,1.51,1.621,23248,True
48243,27.01,47.7,1408.0,409.0,12969.0,19382,938.73,1.47,1.575,23249,True
48244,27.04,47.68,1354.0,408.0,12971.0,19378,938.727,1.45,1.5590000000000002,23250,True
48245,25.85,47.64,1448.0,427.0,12956.0,19365,938.719,1.47,1.582,23251,True
48246,25.45,48.4,1465.0,437.0,12957.0,19361,938.716,1.49,1.597,23252,True
48247,25.3,49.28,1469.0,426.0,12957.0,19360,938.717,1.5,1.6130000000000002,23253,True
48248,25.16,50.06,1410.0,426.0,12958.0,19368,938.706,1.53,1.638,23254,True
48249,25.05,50.71,1431.0,426.0,12965.0,19369,938.7,1.53,1.6369999999999998,23255,True
48250,24.99,51.23,1412.0,418.0,12965.0,19383,938.697,1.56,1.672,23256,True
48251,24.92,51.69,1417.0,408.0,12965.0,19385,938.706,1.59,1.706,23257,True
48252,24.86,52.0,1413.0,424.0,12964.0,19375,938.697,1.6,1.717,23258,True
48253,24.8,52.31,1404.0,417.0,12965.0,19371,938.705,1.65,1.766,23259,True
48254,24.78,52.52,1413.0,412.0,12968.0,19378,938.694,1.69,1.817,23260,True
48255,24.73,52.7,1389.0,418.0,12969.0,19374,938.691,1.82,1.952,23261,True
48256,24.69,52.9,1367.0,400.0,12968.0,19384,938.698,1.86,1.998,23262,True
48257,24.65,53.04,1454.0,432.0,12961.0,19367,938.705,1.92,2.061,23263,True
48258,24.65,53.18,1383.0,407.0,12967.0,19370,938.709,1.94,2.082,23264,True
48259,24.59,53.29,1358.0,406.0,12924.0,19382,938.709,1.96,2.101,23265,True
48260,24.59,53.39,1406.0,405.0,12972.0,19382,938.714,2.0,2.147,23266,True
48261,24.55,53.51,1413.0,408.0,12971.0,19379,938.714,2.02,2.171,23267,True
48262,24.52,53.57,1387.0,400.0,12970.0,19384,938.701,2.05,2.202,23268,True
48263,24.48,53.65,1390.0,413.0,12967.0,19377,938.713,2.08,2.229,23269,True
48264,24.48,53.7,1400.0,419.0,12970.0,19373,938.704,2.08,2.228,23270,True
48265,24.44,53.78,1352.0,401.0,12964.0,19381,938.703,2.06,2.206,23271,True
48266,24.44,53.84,1387.0,401.0,12971.0,19379,938.711,1.98,2.13,23272,True
48267,24.44,53.9,1373.0,400.0,12972.0,19378,938.708,1.94,2.086,23273,True
48268,24.41,53.98,1375.0,401.0,12968.0,19379,938.709,1.89,2.029,23274,True
48269,24.38,54.03,1385.0,410.0,12965.0,19374,938.706,1.88,2.014,23275,True
48270,24.4,54.09,1383.0,407.0,12973.0,19385,938.712,1.87,2.003,23276,True
48271,24.37,54.11,1415.0,413.0,12967.0,19378,938.725,1.85,1.989,23277,True
48272,24.37,54.14,1398.0,411.0,12968.0,19381,938.716,1.84,1.971,23278,True
48273,24.34,54.2,1429.0,422.0,12967.0,19372,938.709,1.82,1.951,23279,True
48274,24.31,54.23,1400.0,413.0,12967.0,19377,938.716,1.78,1.905,23280,True
48275,25.54,54.29,1300.0,400.0,12984.0,19407,938.718,1.75,1.88,23281,True
48276,25.92,53.5,1333.0,400.0,12978.0,19397,938.717,1.72,1.849,23282,True
48277,26.08,52.58,1316.0,400.0,12988.0,19398,938.706,1.71,1.834,23283,True
48278,26.22,51.72,1358.0,400.0,12977.0,19393,938.713,1.7,1.827,23284,True
48279,26.3,51.02,1350.0,400.0,12981.0,19386,938.706,1.7,1.825,23285,True
48280,26.37,50.51,1350.0,400.0,12976.0,19390,938.704,1.7,1.821,23286,True
48281,26.44,50.11,1381.0,408.0,12976.0,19383,938.702,1.68,1.802,23287,True
48282,26.5,49.75,1356.0,400.0,12972.0,19384,938.696,1.69,1.812,23288,True
48283,26.56,49.42,1327.0,400.0,12979.0,19392,938.691,1.73,1.855,23289,True
48284,26.61,49.19,1356.0,400.0,12974.0,19379,938.699,1.73,1.855,23290,True
48285,26.65,48.99,1373.0,401.0,12979.0,19386,938.709,1.75,1.883,23291,True
48286,26.68,48.81,1379.0,404.0,12972.0,19375,938.708,1.76,1.894,23292,True
48287,26.69,48.71,1366.0,402.0,12971.0,19388,938.697,1.79,1.926,23293,True
48288,26.72,48.57,1373.0,402.0,12968.0,19381,938.698,1.9,2.035,23294,True
48289,26.78,48.46,1383.0,400.0,12977.0,19390,938.701,1.98,2.13,23295,True
48290,26.78,48.32,1364.0,403.0,12975.0,19389,938.703,2.0,2.15,23296,True
48291,26.81,48.35,1346.0,400.0,12973.0,19376,938.703,2.02,2.17,23297,True
48292,26.83,48.21,1364.0,402.0,12969.0,19379,938.711,2.01,2.157,23298,True
48293,26.87,48.15,1343.0,400.0,12970.0,19395,938.707,1.99,2.131,23299,True
48294,26.88,48.13,1352.0,400.0,12975.0,19385,938.72,1.97,2.117,23300,True
48295,26.88,48.04,1350.0,400.0,12978.0,19392,938.706,1.92,2.06,23301,True
48296,26.91,47.99,1362.0,400.0,12979.0,19388,938.709,1.88,2.012,23302,True
48297,26.94,47.93,1335.0,400.0,12974.0,19389,938.716,1.84,1.97,23303,True
48298,26.96,47.86,1339.0,400.0,12975.0,19395,938.722,1.81,1.945,23304,True
48299,26.99,47.86,1348.0,400.0,12978.0,19393,938.71,1.82,1.953,23305,True
48300,26.98,47.8,1360.0,400.0,12979.0,19396,938.725,1.83,1.961,23306,True
48301,26.99,47.78,1356.0,400.0,12973.0,19381,938.722,1.82,1.955,23307,True
48302,26.98,47.73,1331.0,403.0,12974.0,19392,938.718,1.81,1.943,23308,True
48303,26.99,47.68,1352.0,401.0,12977.0,19404,938.708,1.8,1.929,23309,True
48304,26.99,47.68,1352.0,400.0,12969.0,19388,938.699,1.82,1.952,23310,True
48305,25.85,47.67,1396.0,413.0,12963.0,19376,938.702,1.82,1.95,23311,True
48306,25.41,48.36,1436.0,440.0,12960.0,19368,938.702,1.82,1.953,23312,True
48307,25.26,49.3,1415.0,425.0,12967.0,19379,938.699,1.82,1.956,23313,True
48308,25.14,50.09,1394.0,420.0,12964.0,19380,938.697,1.81,1.942,23314,True
48309,25.03,50.73,1394.0,422.0,12969.0,19385,938.694,1.8,1.928,23315,True
48310,24.98,51.24,1377.0,414.0,12967.0,19384,938.686,1.74,1.87,23316,True
48311,24.89,51.71,1348.0,412.0,12967.0,19380,938.702,1.75,1.877,23317,True
48312,24.83,52.05,1346.0,400.0,12969.0,19388,938.716,1.81,1.938,23318,True
48313,24.76,52.36,1354.0,404.0,12968.0,19392,938.704,1.83,1.962,23319,True
48314,24.75,52.58,1356.0,404.0,12975.0,19392,938.691,1.82,1.958,23320,True
48315,24.73,52.77,1310.0,400.0,12974.0,19392,938.685,1.81,1.943,23321,True
48316,24.68,52.97,1299.0,400.0,12971.0,19393,938.682,1.8,1.928,23322,True
48317,24.62,53.09,1377.0,414.0,12975.0,19394,938.688,1.77,1.903,23323,True
48318,24.61,53.23,1381.0,408.0,12971.0,19394,938.692,1.74,1.869,23324,True
48319,24.58,53.31,1335.0,402.0,12973.0,19387,938.694,1.71,1.835,23325,True
48320,24.52,53.46,1367.0,406.0,12967.0,19388,938.695,1.69,1.815,23326,True
48321,24.49,53.55,1371.0,416.0,12967.0,19383,938.695,1.7,1.828,23327,True
48322,24.51,53.63,1377.0,404.0,12971.0,19387,938.699,1.7,1.826,23328,True
48323,24.49,53.69,1348.0,415.0,12969.0,19385,938.706,1.74,1.868,23329,True
48324,24.47,53.76,1352.0,404.0,12976.0,19390,938.702,1.75,1.882,23330,True
48325,24.41,53.84,1358.0,406.0,12970.0,19389,938.702,1.75,1.873,23331,True
48326,24.43,53.9,1331.0,406.0,12972.0,19398,938.706,1.74,1.862,23332,True
48327,24.41,53.96,1350.0,413.0,12969.0,19388,938.717,1.76,1.889,23333,True
48328,24.37,54.01,1369.0,408.0,12967.0,19377,938.716,1.75,1.883,23334,True
48329,24.38,54.08,1352.0,410.0,12970.0,19385,938.71,1.76,1.886,23335,True
48330,24.36,54.14,1373.0,407.0,12969.0,19388,938.702,1.74,1.871,23336,True
48331,24.31,54.19,1346.0,410.0,12973.0,19389,938.696,1.71,1.84,23337,True
48332,24.33,54.22,1354.0,408.0,12973.0,19393,938.702,1.69,1.81,23338,True
48333,24.3,54.27,1344.0,404.0,12972.0,19389,938.709,1.62,1.744,23339,True
48334,24.3,54.31,1346.0,409.0,12972.0,19383,938.71,1.6,1.719,23340,True
48335,25.51,54.35,1300.0,400.0,12986.0,19407,938.711,1.6,1.721,23341,True
48336,25.88,53.57,1327.0,400.0,12979.0,19401,938.707,1.6,1.712,23342,True
48337,26.03,52.66,1295.0,400.0,12986.0,19402,938.697,1.59,1.704,23343,True
48338,26.18,51.78,1293.0,400.0,12985.0,19404,938.698,1.6,1.7180000000000002,23344,True
48339,26.27,51.13,1358.0,401.0,12975.0,19388,938.696,1.63,1.745,23345,True
48340,26.36,50.56,1337.0,400.0,12974.0,19388,938.7,1.68,1.802,23346,True
48341,26.41,50.16,1343.0,400.0,12976.0,19394,938.689,1.73,1.855,23347,True
48342,26.47,49.77,1348.0,400.0,12974.0,19388,938.682,1.8,1.931,23348,True
48343,26.53,49.49,1316.0,400.0,12978.0,19403,938.679,1.8,1.935,23349,True
48344,26.58,49.24,1310.0,400.0,12979.0,19396,938.688,1.83,1.96,23350,True
48345,26.6,49.02,1325.0,400.0,12978.0,19394,938.691,1.87,2.003,23351,True
48346,26.65,48.85,1339.0,400.0,12975.0,19398,938.69,1.93,2.075,23352,True
48347,26.68,48.75,1335.0,400.0,12970.0,19388,938.681,1.95,2.091,23353,True
48348,26.72,48.63,1339.0,401.0,12979.0,19392,938.681,1.96,2.099,23354,True
48349,26.75,48.52,1335.0,400.0,12976.0,19392,938.686,1.96,2.103,23355,True
